token	repeticiones	#docs
wwwads	1	1
sharware	1	1
bert	1	1
rachel	3	3
fashion	9	8
dolls	1	1
warbirds	1	1
dos	37	17
shareware	2	2
birthday	6	4
wbw	1	1
sunsite	1	1
unc	88	6
btbin	1	1
webs	1	1
darsie	1	1
string	7	5
cat	19	11
cradle	4	4
delphi	17	7
edref	1	1
edmenu	1	1
experiences	48	32
spirograph	2	1
juniper	1	1
tc	37	7
spiro	7	3
draws	12	12
input	14	11
lucky	2	1
fortune	4	3
cookie	1	1
hci	6	6
ise	3	3
kelso	1	1
fortunes	2	2
royaloak	1	1
royal	17	9
oak	11	10
francis	7	7
schultz	3	3
raschu	1	1
slate	1	1
troy	3	3
stephenson	3	3
wish	24	20
mm	101	46
reader	21	16
decompression	3	2
conversion	7	6
licenses	23	7
fill	12	11
ellen	206	40
leary	4	2
propulsion	15	11
manuals	3	3
mailed	1	1
signed	75	46
latest	42	33
oleary	1	1
jurisdiction	12	10
deep	12	10
pit	11	11
mining	9	8
yolo	1	1
vote	128	37
taxes	75	25
oregon	37	34
tobacco	17	8
transient	3	3
occupancy	3	3
anaheim	2	2
airport	51	8
zoning	4	2
oceanside	1	1
alcohol	50	14
excise	3	3
rollback	1	1
pinal	3	3
scottsdale	3	2
stadium	4	2
container	13	3
deposits	9	6
mercer	8	6
nj	76	14
referendum	10	8
indian	43	20
riverside	6	5
restriction	10	7
clemente	1	1
charter	9	7
bullhead	1	1
tort	26	13
regulatio	1	1
newport	8	4
seal	1	1
oil	136	42
santa	56	19
barbara	18	13
surprise	8	8
annexation	3	3
fort	11	7
collins	38	25
regulation	38	28
workplace	45	14
smoking	22	8
francisco	108	29
toxic	15	10
covina	1	1
affordable	19	7
housing	54	28
huntington	1	1
restrictions	29	17
beloved	11	4
tantric	7	1
bryan	9	6
miller	70	32
quiet	4	4
desperation	1	1
somehow	2	2
fulfill	9	6
mythical	5	5
operate	22	21
loathing	1	1
misinformation	1	1
misconceptions	1	1
conditioning	10	8
guilt	12	9
loved	5	5
break	25	23
grip	2	2
glittering	1	1
fortunately	3	3
modern	194	75
dilemma	13	11
ancient	78	29
challenge	29	22
tantra	11	1
wisdom	15	11
healing	31	13
legalized	4	3
rigidity	2	2
hindu	2	2
rebels	8	6
evolution	58	40
castes	2	2
excellence	9	8
stagnation	6	5
masters	10	7
discarding	1	1
moribund	1	1
traditions	10	9
scientists	23	14
postulated	1	1
atomic	19	9
astronomers	1	1
understood	15	13
mathematicians	1	1
zero	25	10
decimal	1	1
metaphysicians	1	1
aura	3	3
astral	1	1
travel	336	24
chakras	4	1
tantrics	1	1
refers	6	6
expansion	60	39
weaving	2	2
gift	18	10
rejecting	1	1
ritual	3	3
dogma	3	3
recapture	1	1
essence	8	8
hinduism	6	4
triad	2	2
seeker	4	2
transcendence	3	2
preservation	10	9
symbolize	2	2
realizations	1	1
stages	16	12
initiation	4	4
practitioner	11	7
brahma	3	1
creator	5	5
creative	28	17
symbolized	3	2
counterpart	19	14
saraswati	2	1
patroness	1	1
birth	38	24
artistic	8	8
sees	17	16
senses	3	2
producing	15	13
redirected	2	1
inwards	2	2
channelled	1	1
thoughts	39	27
feelings	14	13
sensuality	3	2
vishnu	3	1
sustainer	1	1
deified	1	1
preserver	1	1
lakshmi	2	1
maintains	15	10
propagates	1	1
laksmi	1	1
embodiment	2	1
prosperity	6	6
spiritual	34	20
wealth	20	15
maintaining	20	20
heightened	6	4
sensual	5	3
awareness	16	14
rituals	6	5
visualization	3	2
mantras	2	1
yantras	2	1
shiva	15	6
transcendental	3	2
principle	32	20
transformation	29	22
lord	21	11
kali	2	1
destroyer	1	1
universe	20	11
chan	5	4
ging	1	1
static	2	2
limitation	5	4
sexual	92	25
mundane	1	1
metaphysical	5	4
lover	9	7
takes	48	35
transforms	3	3
liberation	17	11
pure	14	10
undifferentiated	3	3
inner	24	16
channels	27	17
elaborately	1	1
sadhanas	1	1
prescribed	3	3
initiated	14	14
universal	21	14
enters	2	2
nadis	1	1
maya	4	4
outwards	1	1
sight	6	5
smell	2	2
involve	10	10
withdrawing	3	3
outer	11	8
illusions	8	5
redirecting	2	2
upwards	2	1
awakened	1	1
kundalini	1	1
flute	1	1
wheel	4	4
vortices	1	1
intersect	1	1
traveller	10	8
connections	9	8
realities	11	8
reaches	12	6
crown	17	11
transformed	6	5
nectar	1	1
immortality	19	5
erotic	1	1
ecstasy	2	2
samadhi	1	1
objective	25	18
cosmic	7	4
mantra	4	1
primordial	1	1
cumulative	11	6
stream	10	9
bodily	11	5
om	3	2
continuation	6	5
resonates	1	1
chanted	3	2
calls	39	22
hrim	1	1
evokes	1	1
resonance	1	1
embracing	4	4
heart	54	25
chakra	1	1
klim	1	1
yantra	3	1
sacred	3	2
diagram	2	2
visualized	1	1
meditated	1	1
energies	4	3
border	24	20
gates	7	6
succession	8	7
atunement	1	1
accompanying	6	4
deities	1	1
projecting	2	2
symbol	13	11
upward	2	2
phallic	1	1
triangle	6	5
downward	4	4
pubic	1	1
goddess	2	2
symbolizing	3	3
cultures	22	19
god	66	20
initially	8	8
purification	3	2
subtle	4	4
partner	53	22
soulmate	1	1
energetically	1	1
sustain	2	2
transform	9	8
liberating	1	1
elixir	1	1
eternal	4	4
bliss	1	1
gifts	7	6
sex	37	22
meditation	10	8
tools	34	19
signposts	3	2
discourses	2	2
topics	26	24
religion	154	114
practitioners	12	7
ayurveda	1	1
kaya	10	2
kalpa	2	1
workshop	13	11
clearmind	1	1
speaking	30	22
ciec	2	2
response	78	45
doj	1	1
supreme	68	27
jurisdictional	10	2
janet	4	3
reno	6	5
attorney	103	25
appellants	3	1
liberties	16	10
appellees	24	1
appeal	72	32
ennis	2	1
jr	38	31
kappler	2	1
verrilli	2	1
morris	9	6
jenner	2	1
amp	97	42
block	67	31
assocation	2	1
pursuant	2	2
respectfully	7	5
submit	31	20
transmitting	1	1
essentially	20	17
cyberspace	3	3
communication	94	36
pamphleteering	1	1
soap	3	3
boxes	10	9
debate	29	24
replaced	10	9
citizens	71	36
discourse	11	4
distribute	11	6
pamphlet	12	10
communicate	16	12
audience	17	11
literally	5	4
decency	8	3
cda	62	3
represents	26	21
regulate	13	12
undertook	3	2
task	33	17
regarding	121	62
inappropriate	10	6
encounter	5	5
clumsily	1	1
attempted	14	11
graft	1	1
porn	3	1
context	47	34
mode	20	14
failed	37	29
undertaking	3	3
evidentiary	1	1
documentary	6	5
stipulated	6	3
preliminarily	3	1
enjoined	4	1
provisions	47	20
indecent	25	1
patently	24	1
offensive	33	6
appendix	16	13
app	33	3
unanimously	9	4
succeed	7	6
violates	12	8
amendment	181	28
judgment	28	6
plenary	7	3
regardless	29	18
strength	23	16
summarily	1	1
affirmed	6	4
impression	10	7
prefer	9	8
compiled	3	3
agree	27	18
circumstances	76	46
plainly	2	1
accordingly	6	3
oppose	52	8
argued	27	14
argue	16	10
criminalize	3	1
speaker	39	12
ignores	4	3
dispositive	1	1
erroneous	3	2
counterstatement	1	1
plaintiffs	8	3
actions	99	46
consolidated	7	4
appellee	4	2
libraries	10	4
isps	5	4
collectively	3	3
enormous	13	11
classical	58	24
commentary	17	11
discussions	21	17
constitutionally	12	2
minors	35	7
contain	14	10
fcc	34	14
pacifica	5	1
depict	6	5
oriented	26	12
subjects	19	16
charge	48	26
seek	35	23
broadest	1	1
listeners	4	2
entirely	20	14
omits	2	1
reference	47	38
unusually	3	2
factual	18	6
acknowledge	3	3
impossible	16	14
infeasible	2	2
affirmative	18	9
defenses	27	12
substantial	37	18
percentage	32	15
abroad	37	23
deterred	4	1
provider	19	11
undergird	1	1
conclusions	26	19
bans	5	3
substantially	9	4
shielding	3	1
restrictive	11	6
impossibility	2	2
infeasibility	2	2
compliance	27	14
witnesses	18	15
nce	4	4
posts	16	9
worldwide	32	22
restrict	6	5
usenet	4	2
newsgroup	10	4
messages	16	11
newsgroups	8	1
disseminated	1	1
hoc	3	3
peer	12	6
dissemination	23	22
intervention	50	24
subscribers	19	5
philadelphia	62	18
provo	11	6
prague	35	32
readers	12	10
added	60	34
noting	116	55
exploders	8	1
listservs	1	1
chat	9	3
rooms	26	9
muds	2	1
muses	2	1
accessing	17	4
regard	57	38
noted	63	41
witness	16	10
assurance	5	4
listed	15	12
exploder	2	1
engaging	4	4
participants	20	11
respect	42	37
nlike	1	1
operator	23	9
server	66	13
interrogate	2	2
scripts	2	1
unavailable	8	3
entities	18	14
constitute	8	8
distinct	15	13
defense	141	56
adult	51	17
burdens	5	3
tagging	1	1
proposal	61	37
listener	1	1
minor	35	20
sloviter	5	1
summarized	7	6
receives	25	17
aware	23	18
feasible	7	5
conduct	35	23
screening	12	6
albeit	2	2
technically	5	4
matter	45	33
prohibitively	3	3
burdensome	1	1
proposed	53	35
verify	2	2
judges	19	10
arguably	2	1
silence	5	5
prosecution	12	10
codes	20	11
identification	31	19
ineffectiveness	2	1
demonstrating	5	4
preventing	11	10
explicit	9	3
oreign	1	1
otherwise	34	24
indistinguishable	3	3
dalzell	8	2
accomplish	9	6
pornography	12	5
mention	7	4
inexpensively	1	1
contested	6	4
correctly	11	5
likelihood	5	3
success	56	36
challenged	9	4
violate	14	11
argument	29	14
injunction	6	3
overrule	2	2
arbitrary	8	7
nor	23	19
invoked	3	2
challenging	8	6
undisputed	1	1
subjected	7	5
scrutiny	17	6
dispute	31	17
appropriately	5	5
upheld	4	2
directly	58	39
materially	1	1
compelling	10	6
citing	13	12
sable	6	2
cal	1	1
accord	11	8
turner	15	10
broadcasting	33	12
ct	53	11
relies	4	4
invents	1	1
furthering	2	2
unparalleled	4	4
communicating	7	6
retrieving	1	1
citation	2	1
asserts	3	1
unless	46	24
suppressed	4	4
permitting	9	8
homes	22	17
assertions	3	2
surprisingly	6	5
supports	17	14
assertion	3	3
furthers	3	3
coined	4	3
facially	1	1
unconstitutional	9	3
separate	46	31
defend	7	6
substantive	8	5
contrary	10	5
distinguish	7	7
conceding	1	1
perspective	80	44
feasibility	17	11
patent	7	5
overbreadth	1	1
provision	38	19
criminalizes	2	2
criminalized	4	1
litigation	18	11
unquestionably	2	2
shea	8	2
imposes	4	2
precedent	5	4
concedes	3	2
repeatedly	8	6
population	85	55
mailbox	1	1
sandbox	1	1
bolger	5	1
youngs	2	1
corp	51	12
quarantin	1	1
rugged	1	1
grown	8	6
men	81	49
women	398	119
juvenile	38	7
innocence	9	8
surely	1	1
burn	3	3
roast	1	1
pig	6	6
butler	31	20
cited	13	11
reiterate	1	1
stressed	25	16
educ	41	6
telecomm	5	4
consortium	3	1
assault	43	15
affirming	2	1
reduc	1	1
ing	15	6
quotations	3	3
omitted	2	2
ginsburg	3	2
concurring	4	2
hinges	3	2
arguments	44	23
argues	26	21
subset	5	2
pornographers	5	1
largely	24	18
enacted	8	6
teasers	1	1
burden	24	13
minuscule	1	1
advancing	6	6
narrow	11	8
incremental	2	1
asserted	7	5
suggestion	5	4
rewritten	2	2
apply	59	31
contradicts	4	4
statutory	13	9
expressed	49	29
intent	30	13
legislative	41	24
history	564	138
intend	12	8
purveyors	1	1
supp	5	2
unlike	30	18
purportedly	1	1
confirms	1	1
conf	1	1
cong	2	1
sess	1	1
expressly	3	1
applicable	16	12
exon	16	11
sponsor	8	8
referred	17	13
principal	36	20
rec	3	2
declined	4	4
radical	17	16
surgery	50	15
impose	10	9
delay	22	19
retrieval	10	4
acknowledged	4	4
deter	1	1
ignoring	6	6
express	28	18
contends	24	22
noncommercial	2	1
complains	2	2
adultcheck	1	1
persons	86	35
reliable	17	16
pornographic	3	2
exclusively	13	12
notice	66	22
cable	24	13
viewing	19	15
reputations	1	1
contention	7	6
unsupported	2	2
administrative	61	23
creating	37	29
reach	48	33
afford	8	6
overnment	1	1
overturning	1	1
baldly	1	1
disseminate	3	2
fatally	1	1
undermined	4	3
speculation	6	6
fora	1	1
surprising	5	4
switch	14	11
realistic	13	10
writers	38	23
ragland	1	1
elsewhere	10	9
promotions	9	5
conrad	36	7
schneider	9	9
tone	10	9
censor	2	2
clearer	2	2
admission	19	9
conceded	1	1
visual	47	15
generic	2	2
fungible	1	1
origin	39	28
irrelevant	2	2
nude	2	1
woman	49	26
ornography	1	1
amsterdam	7	6
appealing	13	7
incentive	9	5
concluding	25	22
criminalizing	2	2
relocate	1	1
anonymous	12	6
remailers	1	1
alleviate	10	10
meant	10	10
inability	22	19
precludes	1	1
partial	10	10
tailoring	1	1
bjf	1	1
prohibiting	9	7
rape	29	15
victims	63	26
smith	107	48
invalidating	2	2
offenders	15	6
muster	2	2
scalia	2	1
justifying	2	2
truthful	3	2
appreciable	1	1
damage	29	17
supposedly	4	4
vital	16	14
unprohibited	1	1
intentionally	14	6
originating	1	1
broadly	6	6
narrowly	7	4
construed	2	1
pp	37	13
infra	2	1
premise	7	6
wholly	5	5
arguing	12	9
vindicate	1	1
stipulations	1	1
cyber	10	7
patrol	1	1
surfwatch	2	2
parental	22	13
pics	2	1
selection	35	21
technical	61	30
rating	14	8
affirmatively	1	1
trial	94	32
deem	3	3
deny	7	5
educating	9	8
informational	7	4
blocking	13	4
tailored	4	2
indecency	7	3
broadcast	19	11
manufacturers	31	12
equip	4	4
feature	25	17
viewers	3	3
chip	1	1
sec	23	13
encouraged	6	6
establishment	37	22
fund	61	31
chosen	21	16
unexplained	3	3
leased	4	4
neither	14	12
construes	1	1
recipient	20	9
situations	33	24
person	470	67
transmits	1	1
interpreting	3	2
assumed	35	31
telecommunications	38	16
device	23	16
creates	12	11
barring	3	3
laintiffs	1	1
reasonable	64	18
probability	6	4
eventual	12	11
note	45	28
supra	3	3
interprets	6	6
sends	12	9
tenable	1	1
scienter	1	1
receiving	32	21
knowingly	20	4
opposed	40	29
merely	18	16
wants	31	19
infirmity	1	1
definitively	2	2
officially	8	7
construing	1	1
undertake	3	3
initio	1	1
constitutionality	4	4
reassess	1	1
remand	7	2
affirmance	2	1
codified	1	1
obscenity	5	4
unlawful	20	10
solicitation	3	3
subsequently	15	15
somewhat	19	18
narrower	1	1
urging	7	6
pending	6	6
reversal	5	5
aclu	11	4
belief	41	25
casting	7	6
doubt	11	9
llc	1	1
editors	11	9
exchange	80	39
booksellers	2	1
wired	4	4
opnet	1	1
hotwired	2	2
apple	40	11
empowerment	6	4
coalition	75	27
photographers	1	1
ass	2	2
prohibits	17	9
gaining	4	3
denying	7	7
unconstitutionally	3	2
vague	3	2
buckwalter	2	1
fifth	14	13
amendments	13	11
notwithstanding	3	2
distinguishable	1	1
vagueness	1	1
wisely	1	1
resurrected	1	1
plausible	1	1
analogy	1	1
scarcity	7	4
antithesis	3	3
underlies	1	1
refusing	6	6
pervasiveness	1	1
intrusiveness	1	1
noteworthy	3	3
ommunications	1	1
invade	3	3
unbidden	1	1
lmost	1	1
odds	5	5
precise	15	12
cf	18	10
edenfield	1	1
fane	1	1
cites	14	11
none	16	12
proposition	6	3
assisting	9	8
concerned	43	38
imposing	5	5
relegated	2	2
footnote	1	1
violation	27	17
constitution	71	26
defendant	23	10
temporary	22	11
restraining	1	1
tacitly	2	2
acknowledges	1	1
posed	10	8
quoted	19	15
bedrock	1	1
sale	30	19
immoral	4	4
unsolicited	1	1
contraceptives	3	2
sell	38	22
principally	1	1
activity	100	63
zauderer	1	1
disciplinary	5	5
prophylactic	1	1
spare	4	3
distinguishing	3	3
regulatory	21	16
varies	8	7
expanding	15	13
theory	221	58
senselessly	1	1
outlaw	2	2
college	144	34
lady	20	10
chatterly	1	1
moll	4	3
flanders	4	3
thank	16	7
fitzpatrick	4	4
excellency	2	1
federation	27	20
alarm	2	2
chechnya	46	17
assassinated	3	2
appalling	1	1
obshchaya	3	3
nadezhda	3	3
chaikova	6	3
gekhi	2	1
grozny	15	7
thorough	14	12
assassination	11	7
assignment	4	3
republic	155	61
sernovodsk	1	1
urus	2	2
martanovsky	1	1
blindfolded	1	1
kneeling	1	1
sewage	1	1
forensic	3	3
exam	5	5
indicated	13	9
dumped	2	2
surrounding	43	33
hitting	2	2
filtration	4	4
prison	70	23
camps	13	13
nina	14	5
vozrozhdeniye	2	2
revival	6	5
resided	2	2
breakaway	3	2
pistol	1	1
itar	84	26
tass	81	24
abducted	1	1
interior	23	17
ekho	9	6
moskvy	9	6
statements	27	15
viktor	55	24
pimenov	3	2
cameraman	2	1
vaynakh	2	2
pro	47	32
sniper	1	1
roof	8	4
lenin	12	8
filming	1	1
insurgents	3	2
raid	3	3
driver	24	11
suggest	9	9
blunders	1	1
stavropol	1	1
announced	51	24
cancelled	4	4
session	35	19
postponed	17	11
elections	94	29
farkhad	2	2
kerimov	2	2
thirdly	2	2
disappearances	2	2
maxim	7	5
shabalin	3	2
assistant	30	13
petersburg	8	5
nevskoye	7	2
vremya	7	2
felix	7	4
titov	3	2
photographer	4	3
nazran	3	3
sixth	12	10
fighting	20	16
feared	9	8
february	52	22
achoy	1	1
located	47	30
confirm	10	9
ivanov	3	3
andrew	36	19
shumack	4	2
credentials	3	3
embassy	16	8
locate	2	2
trips	12	5
lastly	2	2
ali	13	6
tekin	1	1
managing	13	9
islamic	7	4
selam	2	1
talip	1	1
ozcelik	1	1
trying	29	22
entry	25	14
pair	6	4
derbent	1	1
detained	11	8
makhachkala	1	1
dagestan	4	3
anatolia	1	1
penal	15	10
sentence	14	8
permitted	11	8
jailing	2	2
measures	49	32
reply	3	3
sincerely	4	4
paths	15	9
paint	11	5
spraying	5	3
sealant	2	1
deburring	3	1
gp	85	6
simulate	11	7
whatever	18	17
yaskawa	1	1
motoman	20	2
inform	21	16
sankyo	5	2
aml	1	1
editing	8	3
multiple	44	21
save	15	14
reverse	14	7
setup	8	4
procedures	116	46
reliability	5	5
inexperienced	4	4
accumulated	6	6
customers	19	13
simulating	4	3
customer	25	15
tasks	19	11
load	18	10
object	32	6
projectdir	1	1
submenu	20	1
nearest	5	5
represented	22	18
parallel	11	8
default	9	8
beginnings	22	17
align	2	2
tangent	3	1
flag	19	9
vector	24	5
whereas	3	2
renamed	2	1
colour	5	4
decide	25	20
frame	29	9
coincides	2	1
coordinate	13	7
loads	7	4
dispose	5	5
select	13	11
delete	4	3
descendants	3	2
edited	6	6
positioning	15	11
gripper	4	1
specify	9	6
grippers	1	1
setting	65	39
weld	11	3
guns	4	4
duration	16	12
semi	20	10
submenus	2	1
cp	16	6
phrase	4	4
drag	6	3
tps	14	1
arla	10	2
vectors	2	1
remove	19	14
removes	6	3
wishes	22	12
faceplate	4	1
nil	1	1
autoturn	2	1
achievable	5	2
configuration	9	5
auxiliary	6	5
reflects	10	8
adjusting	3	2
revolute	1	1
frames	7	5
passing	21	15
reflecting	25	19
reflected	18	13
configurations	6	4
original	39	35
prompted	5	5
adjust	11	10
tcp	11	6
turns	7	6
shift	18	15
desired	8	5
saves	4	3
brings	11	9
selects	3	2
bent	7	6
waterjet	1	1
selecting	12	8
implemented	25	17
circular	4	3
linear	13	6
stop	43	29
acceleration	7	5
wait	12	7
stationary	13	7
ling	11	8
enterinterferencezone	1	1
saying	46	22
intereference	1	1
leaveinterferencezone	1	1
zones	5	5
bounds	3	3
performed	24	15
arcon	2	1
arcoff	2	1
paintsprayon	1	1
paintsprayoff	1	1
executed	13	9
temporarily	8	5
exits	3	3
pasted	1	1
write	69	53
append	1	1
appends	1	1
reverses	2	2
insert	4	3
deletes	1	1
deleted	3	2
nodes	3	1
scaling	4	3
replay	2	1
track	32	16
replays	2	1
sweep	5	4
interferes	1	1
fixtures	5	3
converting	1	1
recalibrate	1	1
paintshade	1	1
shade	4	2
hiddenline	3	1
removal	16	12
rigorous	2	2
zooms	2	1
clipped	3	1
faster	11	11
autoplace	3	1
passes	8	6
label	3	3
labelled	1	1
dotted	1	1
arrows	1	1
reorganised	2	1
checks	11	9
encoder	7	1
repeatability	7	2
degraded	1	1
repeatabilities	2	2
displays	6	6
readings	8	6
encoders	1	1
pull	10	6
cord	14	8
black	264	127
beep	1	1
successive	2	2
counts	2	2
checked	6	6
timed	1	1
seconds	8	4
unit	99	34
structured	6	5
sharp	23	22
continuous	12	8
auto	21	14
runs	9	9
above	59	40
flipped	2	2
extract	2	2
organised	8	3
box	68	34
trajectory	6	4
recalibrating	1	1
mechanism	21	13
generation	26	23
controllers	5	5
signaldef	3	1
directive	5	4
robotname	1	1
trackname	1	1
external	31	18
valid	38	19
sidebar	1	1
chooses	6	5
weldpos	2	1
deburrpos	1	1
functions	61	34
grippos	1	1
deburr	1	1
returns	37	17
repeats	2	2
macros	2	1
karel	1	1
macro	6	4
starting	29	22
issuing	1	1
replayed	1	1
lcswma	35	4
facility	67	25
trnstn	1	1
jack	10	7
lausch	2	1
oldest	8	8
limits	35	24
harrisburg	2	2
pike	12	11
renovated	2	2
drop	31	17
trash	6	4
haulers	9	3
refuse	31	14
compacted	2	1
trailers	5	3
trucked	1	1
frey	12	9
landfill	9	4
resource	44	25
recovery	22	15
residents	31	22
deposited	2	2
bays	2	2
haul	6	3
tons	13	6
recycling	16	7
centrally	5	3
officers	50	27
sure	15	10
acceptable	17	16
dispatch	2	2
disposal	18	11
combustible	3	2
noncombustible	1	1
items	22	17
recyclables	1	1
markets	56	20
household	16	11
hazardous	17	8
collects	3	3
wastes	19	7
generated	21	13
delivery	24	14
disposed	2	2
landfilling	1	1
tires	2	1
goods	36	24
appliances	4	4
delivered	13	8
separately	8	6
chlorofluoro	1	1
carbon	9	9
mechanics	10	7
repair	20	12
inspections	3	3
vehicles	40	23
tire	3	3
convenience	5	5
lunchroom	1	1
locker	2	2
divine	15	11
mercy	10	7
toledo	2	2
secular	6	5
franciscan	3	2
gloria	2	2
jean	16	12
staley	1	1
judith	4	4
vanderlaan	1	1
marie	6	4
criste	1	1
secretary	86	37
treasurer	2	2
amore	1	1
formation	48	28
councilors	1	1
hickey	2	1
jerry	3	3
mazuchowski	1	1
carole	1	1
assistants	2	2
ulric	1	1
buening	1	1
ofm	3	1
cap	16	7
bonaventure	2	2
crowley	2	2
conv	2	2
reynold	1	1
jarecki	1	1
guestbook	1	1
newsletter	19	12
constitutions	3	3
statutes	16	7
committees	9	7
franciscans	2	2
tour	70	14
assisi	1	1
compliments	4	4
misery	22	11
miserybay	8	6
hollis	2	1
caljet	3	1
airlines	49	10
experienced	125	118
airline	30	6
delta	23	10
served	26	17
joined	10	8
tenure	9	7
holdings	7	5
directors	11	9
career	55	39
engineer	8	7
rise	99	40
flight	31	14
carrollton	1	1
georgia	55	41
holds	18	16
bachelor	3	3
aeronautical	1	1
advisory	13	7
atlanta	133	11
oglethorpe	1	1
sclerosis	3	3
aeronautics	8	6
astronautics	3	2
recipes	5	3
salads	6	1
appetizing	1	1
plateful	1	1
crisp	1	1
colourful	4	3
vegetables	5	3
omega	6	4
fatty	3	2
acids	3	2
cold	241	21
flax	9	2
canola	2	1
soybean	1	1
walnut	1	1
dressings	2	2
dishes	1	1
protein	15	3
sprouted	1	1
beans	1	1
vegetable	7	3
extra	23	19
virgin	9	6
olive	6	2
bodied	3	3
poorer	3	3
lighter	1	1
flavour	5	1
beta	11	8
sistosterol	1	1
vitamin	9	3
oxidants	1	1
refrigeration	1	1
supermarkets	2	2
vegans	2	1
fish	24	21
richest	1	1
dark	15	11
peroxidation	1	1
expiry	1	1
refrigerate	3	1
freeze	6	6
heated	3	3
excessively	2	2
cooked	1	1
wonderful	6	3
dressing	9	2
green	60	39
composed	13	11
greens	5	4
mustard	2	1
kale	2	2
dutch	5	5
endive	1	1
sorrel	1	1
watercress	1	1
sliced	5	2
match	4	4
stick	3	3
vinegar	10	1
recipe	9	3
gives	69	50
nutty	1	1
mayonnaise	1	1
dip	7	6
cup	48	9
tbsp	12	2
lemon	16	3
juice	17	2
cider	1	1
cloves	1	1
garlic	11	6
tsp	19	2
sweetener	3	3
maple	21	9
syrup	4	3
honey	1	1
dijon	1	1
miso	1	1
tamari	1	1
soy	15	2
sauce	2	1
cumin	1	1
curry	1	1
powder	4	4
ingredients	9	4
blender	5	2
puree	1	1
substituted	1	1
herb	2	2
chopped	4	1
dried	5	3
herbs	3	3
tanya	1	1
kitchen	4	3
zingy	2	1
cran	2	1
salad	11	4
cranberries	2	1
try	33	28
leaf	3	3
lettuce	4	1
torn	1	1
cups	9	4
broccoli	2	2
florets	1	1
raisins	3	2
preferably	3	2
unsulphured	1	1
pecans	1	1
peeled	6	2
canned	2	2
mandarins	1	1
peel	4	2
peeler	2	2
shave	1	1
pieces	10	8
slice	3	2
piece	20	13
toothpick	1	1
sunflower	3	3
sprouts	4	2
balsamic	1	1
clove	1	1
salt	10	8
pepper	17	16
paprika	1	1
serving	29	15
carbohydrates	3	1
sweet	2	2
sour	1	1
cole	2	1
slaw	2	1
ginger	6	2
favourite	3	2
sensation	6	3
sized	6	5
cabbage	3	1
shredded	2	1
carrot	3	2
grated	1	1
diced	3	1
stalk	1	1
celery	1	1
organic	8	6
pepitas	1	1
salted	1	1
pumpkin	5	3
minced	1	1
pinch	2	1
spike	3	2
dash	6	6
tastes	4	4
fridge	1	1
cliff	2	2
sushi	4	2
novel	101	20
appetizer	1	1
seaweeds	1	1
minerals	3	3
iron	8	7
calcium	5	2
magnesium	1	1
pickle	16	16
seasoned	4	2
delicate	4	4
pink	5	3
finely	3	2
carrots	4	2
sugar	14	9
cucumber	2	1
butter	1	1
rinsed	1	1
crisped	1	1
toasted	3	1
nori	2	1
squares	2	2
inch	8	6
quart	1	1
pan	8	6
rinse	1	1
drain	4	3
boil	4	3
cook	35	14
sprinkle	1	1
tender	5	4
bite	3	2
stir	12	8
